"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"ovary"	"Cardiac muscle contraction"	3	5.17105693182561	2.177101135577389	"BINOMIAL"	0.08340414406170338	62	0.22952434103742603	0.8992353389651543	1	1	1	1
"pancreas"	"Cardiac muscle contraction"	1	1.7733732643615572	1.314456423201462	"BINOMIAL"	0.02570106180234141	69	0.4677744633288442	0.8341315377748557	1	1	1	1
"prostate gland"	"Cardiac muscle contraction"	1	2.602383687535899	1.579520579553139	"BINOMIAL"	0.04130767757993491	63	0.26043221556197643	0.9298879426128277	1	1	1	1
"skin"	"Cardiac muscle contraction"	6	9.171328227478526	2.8345480296028187	"BINOMIAL"	0.12393686793889899	74	0.17381275253524892	0.909243175057524	1	1	1	1
"stomach"	"Cardiac muscle contraction"	3	2.8139494932142246	1.6376744580984997	"BINOMIAL"	0.046899158220237075	60	0.68988537846423	0.5385112959820677	1	1	1	1
"testis"	"Cardiac muscle contraction"	5	5.989745075318656	2.3281469355724558	"BINOMIAL"	0.09507531865585168	63	0.439327820369625	0.7269154917672712	1	1	1	1
"thyroid gland"	"Cardiac muscle contraction"	1	2.6028578176665094	1.5791091602358913	"BINOMIAL"	0.041981577704298535	62	0.2602329997496874	0.9299868933798947	1	1	1	1
"urinary bladder"	"Cardiac muscle contraction"	0	4.137902944256954	1.965130471609721	"BINOMIAL"	0.06674037006866054	62	0.013808730565009841	1	1	0.433594139741309	1	1
"adrenal cortex"	"Cell adhesion molecules (CAMs)"	27	19.140693098633268	4.034657072177293	"BINOMIAL"	0.1495366648330724	128	0.9769145174398108	0.0385115429452535	1	1	0.1760527677497303	1
"bones and joints"	"Cell adhesion molecules (CAMs)"	25	11.396823321785739	3.2116081340276263	"BINOMIAL"	0.09497352768154782	120	0.999947667203545	1.4014094990644866E-4	1	1	0.002732748523175749	1
"brain, nos"	"Cell adhesion molecules (CAMs)"	21	12.673803579740193	3.37918902187172	"BINOMIAL"	0.09901409046672026	128	0.9925883107337895	0.01455014767271137	1	1	0.17907874058721684	1
"breast"	"Cell adhesion molecules (CAMs)"	14	4.675282973428595	2.123003162547168	"BINOMIAL"	0.03596371518021996	130	0.9999260763785356	2.629937200713252E-4	1	1	0.008415799042282407	1
"cervix uteri"	"Cell adhesion molecules (CAMs)"	10	7.615114458596031	2.6762039966894657	"BINOMIAL"	0.05949308170778149	128	0.8587558696028442	0.23184063309833083	1	1	0.9047439340422666	1
"colon, nos"	"Cell adhesion molecules (CAMs)"	17	11.309324165688412	3.213327209816198	"BINOMIAL"	0.08699480127452625	130	0.966796242454919	0.05926235027328419	1	1	0.31606586812418236	1
"HR systems"	"Cell adhesion molecules (CAMs)"	15	6.122992427394524	2.4154916354095533	"BINOMIAL"	0.04709994174918865	130	0.9995702295251667	0.0012497536961632101	1	1	0.022217843487345956	1
"kidney"	"Cell adhesion molecules (CAMs)"	36	10.442347564845766	3.096845503940282	"BINOMIAL"	0.08158084035035755	128	0.999999999993909	2.78581515281701E-11	1	1	2.228652122253608E-9	1
"liver"	"Cell adhesion molecules (CAMs)"	24	12.859312503622977	3.394959299940626	"BINOMIAL"	0.10370413309373369	124	0.9991162027322488	0.0019787653647893016	1	1	0.010085320246345472	1
"lung"	"Cell adhesion molecules (CAMs)"	4	3.1331658291457285	1.7484470714332943	"BINOMIAL"	0.024288107202680067	129	0.7942987195445279	0.3829312691660829	1	1	1	1
"lymph nodes"	"Cell adhesion molecules (CAMs)"	16	10.32205956587582	3.0805320040115136	"BINOMIAL"	0.08064109035840485	128	0.9712642684707696	0.053019389590294556	1	1	0.6059358810319377	1
"mouth, nos"	"Cell adhesion molecules (CAMs)"	8	3.942110655737705	1.9525902502966923	"BINOMIAL"	0.03285092213114754	120	0.9821727135325105	0.04487051061853538	1	1	0.4430962923580369	1
"ovary"	"Cell adhesion molecules (CAMs)"	27	10.008497287404406	3.0288194297126	"BINOMIAL"	0.08340414406170338	120	0.9999994928726043	1.7087630780758278E-6	1	0.9999994928726043	2.6656704017982913E-4	1
"pancreas"	"Cell adhesion molecules (CAMs)"	3	3.264034848897359	1.7832962982972997	"BINOMIAL"	0.02570106180234141	127	0.5875409028867409	0.6366524095394173	1	1	1	1
"prostate gland"	"Cell adhesion molecules (CAMs)"	11	5.328690407811603	2.260215605317871	"BINOMIAL"	0.04130767757993491	129	0.9926164347970791	0.01833367408758109	1	1	0.7333469635032436	1
"skin"	"Cell adhesion molecules (CAMs)"	45	15.863919096179071	3.7279746042807944	"BINOMIAL"	0.12393686793889899	128	0.9999999999926663	2.90460061556816E-11	1	1	2.323680492454528E-9	1
"stomach"	"Cell adhesion molecules (CAMs)"	11	5.674798144648686	2.32565149766574	"BINOMIAL"	0.046899158220237075	121	0.9883635600612652	0.027274944558826304	1	1	0.3097654417752416	1
"testis"	"Cell adhesion molecules (CAMs)"	43	11.884414831981461	3.279405480387031	"BINOMIAL"	0.09507531865585168	125	0.999999999999995	2.567564830383587E-14	1	0.999999999999995	4.082428080309903E-12	1
"thyroid gland"	"Cell adhesion molecules (CAMs)"	14	5.247697213037317	2.2421843378097974	"BINOMIAL"	0.041981577704298535	125	0.9997457787739661	8.081424085480085E-4	1	1	0.043100928455893785	1
"urinary bladder"	"Cell adhesion molecules (CAMs)"	14	8.075584778307926	2.745290014130167	"BINOMIAL"	0.06674037006866054	121	0.9849030379503817	0.031345042401149506	1	1	0.17575613060644546	1
"adrenal cortex"	"Cell cycle"	61	18.243473109634834	3.938959886295899	"BINOMIAL"	0.1495366648330724	122	0.9999999999999999	1.0815001977009148E-19	0.9999999999999999	0.9999999999999998	1.7304003163214637E-17	1
"bones and joints"	"Cell cycle"	23	10.826982155696452	3.1302883998482938	"BINOMIAL"	0.09497352768154782	114	0.9998408156508728	4.1211773254725656E-4	1	1	0.006429036627737203	1
"brain, nos"	"Cell cycle"	33	12.079719036939872	3.299038745362616	"BINOMIAL"	0.09901409046672026	122	0.9999999816733859	6.467803841181242E-8	1	1	2.587121536472497E-6	1
"breast"	"Cell cycle"	19	4.423536967167054	2.065054513467062	"BINOMIAL"	0.03596371518021996	123	0.9999999814607143	9.682666851313298E-8	1	1	7.746133481050638E-6	1
"cervix uteri"	"Cell cycle"	41	7.2581559683493415	2.612727674725499	"BINOMIAL"	0.05949308170778149	122	0.9999999999999999	2.2832620346303535E-20	0.9999999999999999	0.9999999999999998	3.653219255408565E-18	1
"colon, nos"	"Cell cycle"	38	10.613365755492202	3.1128858171701856	"BINOMIAL"	0.08699480127452625	122	0.9999999999996507	1.7173819207066263E-12	1	0.9999999999996507	2.747811073130602E-10	1
"HR systems"	"Cell cycle"	9	5.746192893401015	2.339988791178758	"BINOMIAL"	0.04709994174918865	122	0.9371397917803996	0.1225325663694142	1	1	1	1
"kidney"	"Cell cycle"	20	9.95286252274362	3.023392074185321	"BINOMIAL"	0.08158084035035755	122	0.9991279100314496	0.002095094634664424	1	1	0.015962625787919422	1
"liver"	"Cell cycle"	25	12.548200104341777	3.3536397973894445	"BINOMIAL"	0.10370413309373369	121	0.9997483076786158	6.076499662888762E-4	1	1	0.0036926421028324013	1
"lung"	"Cell cycle"	10	2.987437185929648	1.7073013768214784	"BINOMIAL"	0.024288107202680067	123	0.9997797407788406	8.861781903732731E-4	1	1	0.012889864587247607	1
"lymph nodes"	"Cell cycle"	11	9.838213023725391	3.007465510743875	"BINOMIAL"	0.08064109035840485	122	0.7206564029155621	0.3957851305796741	1	1	1	1
"mouth, nos"	"Cell cycle"	4	3.942110655737705	1.9525902502966923	"BINOMIAL"	0.03285092213114754	120	0.6403538282235255	0.5582611762185465	1	1	1	1
"ovary"	"Cell cycle"	23	9.508072423034186	2.9521280088970285	"BINOMIAL"	0.08340414406170338	114	0.9999794373289517	6.106441750531596E-5	1	1	0.001587674855138215	1
"pancreas"	"Cell cycle"	6	3.1355295398856518	1.7478395525327786	"BINOMIAL"	0.02570106180234141	122	0.9613173763248998	0.09551734957931135	1	1	1	1
"prostate gland"	"Cell cycle"	4	4.998228987172124	2.1890097660127816	"BINOMIAL"	0.04130767757993491	121	0.43710034513163626	0.7406373875529804	1	1	1	1
"skin"	"Cell cycle"	38	15.120297888545677	3.639551555609039	"BINOMIAL"	0.12393686793889899	122	0.999999987338819	4.218878303304453E-8	1	1	9.643150407553035E-7	1
"stomach"	"Cell cycle"	17	5.627898986428449	2.3160214293949073	"BINOMIAL"	0.046899158220237075	120	0.9999868347565807	4.781263862939686E-5	1	1	0.0025340698473580335	1
"testis"	"Cell cycle"	15	11.028736964078796	3.159141700343217	"BINOMIAL"	0.09507531865585168	116	0.9165108933811945	0.13702508729734458	1	1	0.5313899726897022	1
"thyroid gland"	"Cell cycle"	3	4.911844591402929	2.169248166074483	"BINOMIAL"	0.041981577704298535	117	0.2716665325398928	0.8732062496860159	1	1	1	1
"urinary bladder"	"Cell cycle"	19	7.608402187827302	2.664697845944358	"BINOMIAL"	0.06674037006866054	114	0.9999348831179431	1.9690222005883245E-4	1	1	0.002810331686294245	1
"adrenal cortex"	"Chemokine signaling pathway"	24	27.664282994118395	4.850511146279292	"BINOMIAL"	0.1495366648330724	185	0.26165678341198806	0.8030082695628458	1	1	1	1
"bones and joints"	"Chemokine signaling pathway"	12	16.335446761226226	3.844998277770545	"BINOMIAL"	0.09497352768154782	172	0.1588658265482667	0.9003652200654589	1	0.9913227576611843	1	1
"brain, nos"	"Chemokine signaling pathway"	24	18.317606736343247	4.06249991579288	"BINOMIAL"	0.09901409046672026	185	0.9313645893759872	0.10399442574051426	1	1	0.462197447735619	1
"breast"	"Chemokine signaling pathway"	15	6.689251023520912	2.5394252705960874	"BINOMIAL"	0.03596371518021996	186	0.9987762564229973	0.003184093248584735	1	1	0.03918883998258135	1
"cervix uteri"	"Chemokine signaling pathway"	19	11.006220115939575	3.217363231481356	"BINOMIAL"	0.05949308170778149	185	0.9925870384674721	0.014802217868682362	1	1	0.13931499170524575	1
"colon, nos"	"Chemokine signaling pathway"	27	16.18103303706188	3.843613831225262	"BINOMIAL"	0.08699480127452625	186	0.9968745415192573	0.0060089710945762905	1	1	0.06409569167548043	1
"HR systems"	"Chemokine signaling pathway"	7	8.760589165349089	2.889284673751026	"BINOMIAL"	0.04709994174918865	186	0.3474207513546569	0.77707782429818	1	0.7511800029289878	1	1
"kidney"	"Chemokine signaling pathway"	32	15.092455464816148	3.7230632904969667	"BINOMIAL"	0.08158084035035755	185	0.9999827327775629	4.2892559011329545E-5	1	1	4.575206294541818E-4	1
"liver"	"Chemokine signaling pathway"	20	19.185264622340732	4.146766618283094	"BINOMIAL"	0.10370413309373369	185	0.6351556020919651	0.45712834528163243	1	1	0.9259779301858708	1
"lung"	"Chemokine signaling pathway"	2	4.541876046901172	2.105127662298121	"BINOMIAL"	0.024288107202680067	187	0.16550400881254795	0.9430404437159648	1	1	1	1
"lymph nodes"	"Chemokine signaling pathway"	17	14.999242806663302	3.713446850593598	"BINOMIAL"	0.08064109035840485	186	0.7562224920557983	0.3316215108907157	1	1	1	1
"mouth, nos"	"Chemokine signaling pathway"	12	5.847464139344263	2.3781020899528236	"BINOMIAL"	0.03285092213114754	178	0.993713590481805	0.01521056545083665	1	1	0.20027244510268258	1
"ovary"	"Chemokine signaling pathway"	21	14.345512778612981	3.626160168027129	"BINOMIAL"	0.08340414406170338	172	0.9702432266838157	0.0505965858241186	1	1	0.24665835589257817	1
"pancreas"	"Chemokine signaling pathway"	4	4.677593248026136	2.134800724862253	"BINOMIAL"	0.02570106180234141	182	0.4971223861948779	0.6902412592601845	1	1	1	1
"prostate gland"	"Chemokine signaling pathway"	10	7.641920352287958	2.7067047068869745	"BINOMIAL"	0.04130767757993491	185	0.8542741428188384	0.2366408422708282	1	1	1	1
"skin"	"Chemokine signaling pathway"	48	22.928320568696314	4.481813955343646	"BINOMIAL"	0.12393686793889899	185	0.9999998316985922	4.3262767762434944E-7	1	1	7.691158713321766E-6	1
"stomach"	"Chemokine signaling pathway"	12	8.254251846761726	2.804841240321948	"BINOMIAL"	0.046899158220237075	176	0.9280497818767872	0.12590619456827393	1	1	0.6673028312118519	1
"testis"	"Chemokine signaling pathway"	35	17.01848203939745	3.9243400001099356	"BINOMIAL"	0.09507531865585168	179	0.9999868954583416	3.188531029894823E-5	1	1	3.6212602410948345E-4	1
"thyroid gland"	"Chemokine signaling pathway"	6	7.514702409069438	2.6831368481608258	"BINOMIAL"	0.041981577704298535	179	0.37170668476460644	0.7660282672578116	1	1	1	1
"urinary bladder"	"Chemokine signaling pathway"	12	11.546084021878274	3.2826047738669772	"BINOMIAL"	0.06674037006866054	173	0.6295825784447101	0.4878520475056933	1	1	1	1
"adrenal cortex"	"Chronic myeloid leukemia"	19	11.21524986248043	3.0883909731080896	"BINOMIAL"	0.1495366648330724	75	0.9939338982635267	0.01296163425769054	1	1	0.08641089505127027	1
"bones and joints"	"Chronic myeloid leukemia"	11	6.933067520752991	2.5049170925706736	"BINOMIAL"	0.09497352768154782	73	0.9582090210633522	0.08327629845922165	1	1	0.44796905378064056	1
"brain, nos"	"Chronic myeloid leukemia"	11	7.426056785004019	2.5866527650000934	"BINOMIAL"	0.09901409046672026	75	0.9354401251243672	0.12010655143976658	1	1	0.5057117955358593	1
"breast"	"Chronic myeloid leukemia"	5	2.697278638516497	1.6125366593659811	"BINOMIAL"	0.03596371518021996	75	0.9468621567851792	0.1331000583278035	1	1	0.5460515213448348	1
"cervix uteri"	"Chronic myeloid leukemia"	6	4.461981128083612	2.048541949839435	"BINOMIAL"	0.05949308170778149	75	0.8419623970897783	0.2876804765741239	1	1	1	1
"colon, nos"	"Chronic myeloid leukemia"	8	6.524610095589469	2.4406972235264854	"BINOMIAL"	0.08699480127452625	75	0.7968993138349634	0.32749381495188373	1	1	0.759405947714513	1
"HR systems"	"Chronic myeloid leukemia"	1	3.5324956311891484	1.8346976025304214	"BINOMIAL"	0.04709994174918865	75	0.12627137803898494	0.9731742722783544	1	0.7215507316513425	1	1
"kidney"	"Chronic myeloid leukemia"	6	6.118563026276816	2.370528530276851	"BINOMIAL"	0.08158084035035755	75	0.5865343499079566	0.5807001241733039	1	1	1	1
"liver"	"Chronic myeloid leukemia"	7	7.674105848936293	2.622645487785721	"BINOMIAL"	0.10370413309373369	74	0.49396065111227494	0.6573908636808367	1	1	1	1
"lung"	"Chronic myeloid leukemia"	0	1.821608040201005	1.3331783934790344	"BINOMIAL"	0.024288107202680067	75	0.1581684623658473	1	1	1	1	1
"lymph nodes"	"Chronic myeloid leukemia"	5	6.048081776880363	2.358041108169222	"BINOMIAL"	0.08064109035840485	75	0.43093242410232335	0.7326601724344934	1	0.9317457818428613	1	1
"mouth, nos"	"Chronic myeloid leukemia"	0	2.3981173155737707	1.522936948917617	"BINOMIAL"	0.03285092213114754	73	0.08730111917743703	1	1	1	1	1
"ovary"	"Chronic myeloid leukemia"	9	6.088502516504347	2.3623497149020456	"BINOMIAL"	0.08340414406170338	73	0.9189721216738526	0.15300797083640758	1	1	0.442023026860733	1
"pancreas"	"Chronic myeloid leukemia"	1	1.9018785733732644	1.3612487923294732	"BINOMIAL"	0.02570106180234141	74	0.4298811693744252	0.8543786796233206	1	1	1	1
"prostate gland"	"Chronic myeloid leukemia"	5	3.056768140915183	1.7118703654522562	"BINOMIAL"	0.04130767757993491	74	0.9145619897008289	0.19089717311895954	1	1	1	1
"skin"	"Chronic myeloid leukemia"	16	9.295265095417424	2.85363611079437	"BINOMIAL"	0.12393686793889899	75	0.9906349327490082	0.020148713578952454	1	1	0.0632116504437724	1
"stomach"	"Chronic myeloid leukemia"	4	3.4705377082975435	1.8187282400641385	"BINOMIAL"	0.046899158220237075	74	0.7334562137749076	0.4594357313125738	1	1	1	1
"testis"	"Chronic myeloid leukemia"	8	6.940498261877173	2.5061181492497147	"BINOMIAL"	0.09507531865585168	73	0.7439326541815005	0.3918419233827994	1	1	1	1
"thyroid gland"	"Chronic myeloid leukemia"	6	3.14861832782239	1.73678851989289	"BINOMIAL"	0.041981577704298535	75	0.961951475983472	0.09521233020534475	1	1	0.761698641642758	1
"urinary bladder"	"Chronic myeloid leukemia"	3	4.9387873850808806	2.1468979685374316	"BINOMIAL"	0.06674037006866054	74	0.2641123273856641	0.8788026458769035	1	0.9214585644344281	1	1
"adrenal cortex"	"Citrate cycle (TCA cycle)"	5	4.486099944992172	1.9532699560250788	"BINOMIAL"	0.1495366648330724	30	0.7131088519765945	0.4726551170573565	1	1	0.8131700938621187	1
"bones and joints"	"Citrate cycle (TCA cycle)"	4	2.8492058304464347	1.6058040670138132	"BINOMIAL"	0.09497352768154782	30	0.8493973268018131	0.317110032742229	1	1	0.8529166397894435	1
"brain, nos"	"Citrate cycle (TCA cycle)"	1	2.9704227140016077	1.6359428506745128	"BINOMIAL"	0.09901409046672026	30	0.18823092990516188	0.9561933569729858	1	0.7345597264591683	1	1
"breast"	"Citrate cycle (TCA cycle)"	1	1.0789114554065988	1.019857730823118	"BINOMIAL"	0.03596371518021996	30	0.7062611027429171	0.6667260174136626	1	1	1	1
"cervix uteri"	"Citrate cycle (TCA cycle)"	0	1.7847924512334448	1.2956116887790037	"BINOMIAL"	0.05949308170778149	30	0.15880341444370583	1	1	1	1	1
"colon, nos"	"Citrate cycle (TCA cycle)"	1	2.6098440382357873	1.5436324610385588	"BINOMIAL"	0.08699480127452625	30	0.2515465241413958	0.9348075183425902	1	1	1	1
"HR systems"	"Citrate cycle (TCA cycle)"	0	1.4129982524756595	1.1603646483292873	"BINOMIAL"	0.04709994174918865	30	0.23519094921218214	1	1	0.8751291133476545	1	1
"kidney"	"Citrate cycle (TCA cycle)"	0	2.4474252105107266	1.4992538828172535	"BINOMIAL"	0.08158084035035755	30	0.07784452198978725	1	1	1	1	1
"liver"	"Citrate cycle (TCA cycle)"	5	3.007419859718277	1.6418093647915748	"BINOMIAL"	0.10370413309373369	29	0.9265009478210051	0.17641097229815797	1	1	0.4569333380837534	1
"lung"	"Citrate cycle (TCA cycle)"	0	0.7286432160804021	0.843176050143584	"BINOMIAL"	0.024288107202680067	30	0.4782422677544717	1	1	1	1	1
"lymph nodes"	"Citrate cycle (TCA cycle)"	1	2.419232710752145	1.4913561436244438	"BINOMIAL"	0.08064109035840485	30	0.29149485047248896	0.9197301082709476	1	0.8182311592210216	1	1
"mouth, nos"	"Citrate cycle (TCA cycle)"	0	0.9855276639344263	0.9762951251483462	"BINOMIAL"	0.03285092213114754	30	0.36711545005290336	1	1	1	1	1
"ovary"	"Citrate cycle (TCA cycle)"	3	2.5021243218511016	1.5144097148563	"BINOMIAL"	0.08340414406170338	30	0.7620201543313756	0.46231221165935166	1	1	0.9129203166944159	1
"pancreas"	"Citrate cycle (TCA cycle)"	0	0.7710318540702423	0.866726898588713	"BINOMIAL"	0.02570106180234141	30	0.457896029319925	1	1	1	1	1
"prostate gland"	"Citrate cycle (TCA cycle)"	0	1.2392303273980472	1.0899727522220963	"BINOMIAL"	0.04130767757993491	30	0.28208336881238283	1	1	1	1	1
"skin"	"Citrate cycle (TCA cycle)"	0	3.7181060381669697	1.8047979446829627	"BINOMIAL"	0.12393686793889899	30	0.018882614227893627	1	1	0.5035363794104967	1	1
"stomach"	"Citrate cycle (TCA cycle)"	0	1.4069747466071123	1.1580107146974536	"BINOMIAL"	0.046899158220237075	30	0.23668219783565353	1	1	1	1	1
"testis"	"Citrate cycle (TCA cycle)"	1	2.8522595596755504	1.6065740173269945	"BINOMIAL"	0.09507531865585168	30	0.20731134267114115	0.9500686847726172	1	0.8039634996271083	1	1
"thyroid gland"	"Citrate cycle (TCA cycle)"	1	1.259447331128956	1.0984415073788383	"BINOMIAL"	0.041981577704298535	30	0.6392914184044369	0.7238049989718549	1	1	1	1
"urinary bladder"	"Citrate cycle (TCA cycle)"	1	2.002211102059816	1.366961152393426	"BINOMIAL"	0.06674037006866054	30	0.39604968539404944	0.8740858906215152	1	1	1	1
"adrenal cortex"	"Colorectal cancer"	26	12.561079845978082	3.26844578647231	"BINOMIAL"	0.1495366648330724	84	0.9999410546757047	1.6058372581319953E-4	1	1	0.0025693396130111925	1
"bones and joints"	"Colorectal cancer"	10	7.787829269886921	2.6548430558404292	"BINOMIAL"	0.09497352768154782	82	0.8469412799440055	0.24986548945200224	1	1	0.7795803270902469	1
"brain, nos"	"Colorectal cancer"	17	8.317183599204501	2.737455977707138	"BINOMIAL"	0.09901409046672026	84	0.9987062439047101	0.00329049577186017	1	1	0.05264793234976271	1
"breast"	"Colorectal cancer"	4	3.020952075138476	1.7065483922629037	"BINOMIAL"	0.03596371518021996	84	0.8148110399006133	0.357524018748477	1	1	0.969556661012819	1
"cervix uteri"	"Colorectal cancer"	6	4.997418863453645	2.1679730198233993	"BINOMIAL"	0.05949308170778149	84	0.7671695053229669	0.3835172909137412	1	1	1	1
